node_id,PHYSICALID,ST_LABEL,geom_0,geom_1,ST_WIDTH,SHAPE_Leng
5966,19610,ST NICHOLAS AV,-73.94475648879201 40.82403155625456,-73.94426808782413 40.82470485617662,30.0,280.084298441
5967,91252,FDR DR SB EN E HOUSTON ST,-73.97532874755414 40.71771168154463,-73.97572098444536 40.71640334168048,14.0,489.09464891199997
5968,1997,5 AV,-73.95577735912323 40.78791392447104,-73.95626130919686 40.78722287577729,42.0,285.21781434900004
5969,72598,FDR DR NB EN BK BR,-74.00107411660089 40.70984383211235,-74.00024663891942 40.709043093308644,22.0,377.332531805
5970,135962,8 DR,-73.92304231779254 40.7850483733535,-73.92221486214706 40.7855898980044,11.0,302.378290601
5971,1035,AVE OF THE AMERICAS,-73.97670323582177 40.76499544998824,-73.97623388796951 40.76567463144455,60.0,279.524903683
5972,19273,FREDERICK DOUGLASS BLVD,-73.93986038278946 40.825647981710475,-73.9393505660098 40.82589748554586,36.0,167.84345033399998
5973,72716,E 58 ST,-73.9640043209625 40.759649237491494,-73.96243278464179 40.75898065135055,34.0,498.88009556599997
5974,183460,BROADWAY,-73.96680327323311 40.804207560618586,-73.96723895993631 40.803607681144044,40.0,249.63225408099999
5975,158404,QUEENS MIDTOWN TUNL APPROACH,-73.97493633191928 40.74607779620352,-73.97410070541001 40.745850270395465,22.0,247.485033549
5976,159643,E 1 ST,-73.99226680481078 40.72488316092583,-73.99239096258835 40.7249170707366,44.0,36.8194751296
5977,82460,W 186 ST,-73.92937624638418 40.85148727858416,-73.92865990076356 40.851184308707175,30.0,226.845838056
5978,656,CANAL ST,-74.006298417107 40.72254950316538,-74.00762904152717 40.72349770357539,31.0,505.34807625800005
5979,2546,PARK AV S,-73.98457946360462 40.74272862457367,-73.98503795439282 40.74211124346627,30.0,258.332871047
5980,2140,2 AV,-73.96297460209846 40.7624870764526,-73.9634239139543 40.76185858703839,70.0,260.622651314
5981,1112,8 AV,-73.99984823601524 40.74342501898614,-73.99941604375506 40.74400700515038,68.0,243.51957612599998
5982,26992,E 117 ST,-73.94287855812 40.80004011592765,-73.94435366402398 40.80066349688195,30.0,467.307389993
5983,179508,E 16 ST,-73.98950693756669 40.73601097110159,-73.98939373341643 40.73596137910439,30.0,36.2072708688
5984,79923,MOTT ST,-73.9977628599182 40.716813928121525,-73.99849156514864 40.715632777256566,24.0,475.384119695
5985,103205,WEEHAWKEN ST,-74.00986909261987 40.732450643173316,-74.00980015255962 40.73320367184336,24.0,275.016434038
5986,91588,MARKETFIELD ST,-74.0125872198045 40.70467069320811,-74.01155838499058 40.704721157598065,12.0,285.84796961
5987,16606,E 8 ST,-73.99324912318593 40.73094505610192,-73.99240763575249 40.730591211897284,38.0,266.479516852
5988,19545,MORNINGSIDE AV,-73.95428809850684 40.81099223178901,-73.9540109298304 40.81136978105661,30.0,157.50576639
5989,3319,E HOUSTON ST,-73.97672128629871 40.71928230800334,-73.97798211107178 40.719701473256904,38.0,383.301504994
5990,232,WEST ST,-74.01004291133181 40.734589370707084,-74.00998887757267 40.73529699310419,50.0,258.24361778400004
5991,133363,YORK AV,-73.95941562429961 40.75907840187432,-73.95926369584215 40.759284665273746,30.0,86.1325674485
5992,3409,LEXINGTON AV,-73.95043455323835 40.786540116532095,-73.95092812788256 40.78586538017267,44.0,281.272239712
5993,3456,LEXINGTON AV,-73.98381135650543 40.740789880671706,-73.98425771926372 40.7401685924077,50.0,257.946655235
5994,90028,OWASCO RD,-74.0165006238799 40.68830292556582,-74.01665321391121 40.688324434553486,40.0,43.0371552329
5995,3000,BROADWAY,-73.97639013927339 40.788269586468694,-73.97583563960185 40.78891357841548,40.0,280.405777777
5996,76349,ROBERT F KENNEDY BRG,-73.92052766669734 40.79700365837018,-73.92104400485567 40.796299951727846,34.0,293.551071405
5997,19131,ADAM CLAYTON POWELL JR BOULEVARD,-73.93548534289174 40.82672573484124,-73.93601231798851 40.82602507351088,30.0,294.00052956900004
5998,26741,W 133 ST,-73.95602024331761 40.81880198676441,-73.95613082197116 40.81884743468818,20.0,34.798670119899995
5999,99434,W 68 ST,-73.9886129394126 40.77816540361912,-73.98774299108645 40.777846387531575,34.0,267.557968469
6000,172010,RIVERSIDE DR,-73.96195323589619 40.81389606453465,-73.96057017568431 40.815869610167915,14.0,814.5992162169999
6001,103774,1 AV LOOP,-73.98064498892136 40.73377931900684,-73.98058829313861 40.73374807967777,30.0,19.401713764500002
6002,81545,EDGECOMBE AV,-73.93529543255517 40.840474818154625,-73.93543637094392 40.84075133110634,22.5,108.02836981700001
6003,77457,BATTERY PARK UNDERPASSX,-74.01662761249746 40.70479943133933,-74.01660609442128 40.70496299169423,22.0,59.8878563029
6004,132984,FRANKLIN D ROOSEVELT DRIVE,-73.9585712308654 40.75884053332207,-73.95863787733185 40.75874843862643,30.0,38.297669122600006
6005,154655,W 56 ST,-73.97946083801024 40.76440201792105,-73.97768600593282 40.76364440252062,32.0,563.838046747
6006,601,HUDSON ST,-74.0082320545703 40.72196648840461,-74.00811682897827 40.72262671515341,50.0,242.65213064
6007,902,11 AV,-73.99140050435233 40.770313391497844,-73.99091307553007 40.77098775903553,34.0,280.34604733099997
6008,80058,UNIVERSITY PL,-73.99429729075955 40.73216586007165,-73.99381380323446 40.73273072380956,38.0,245.576285017
6009,971,AVE OF THE AMERICAS,-74.0037301751627 40.726250058563046,-74.0034449141662 40.726958815923894,60.0,270.055846124
6010,81891,E 62 ST,-73.96853771049564 40.76483308480279,-73.96832198580096 40.76474158845808,34.0,68.427145977
6011,30816,WARREN ST,-74.00968975296283 40.71495099314357,-74.00838690878152 40.714362293583186,34.0,420.05837817
6012,19362,LENOX AV,-73.93622694516239 40.820438254951014,-73.93678586623652 40.81979746232753,30.0,285.356323406
6013,19629,ST NICHOLAS AV,-73.93994981354732 40.836077487229055,-73.93988785977646 40.835793943221454,46.0,104.718432263
6014,155784,W HOUSTON ST,-74.0025949382722 40.72834014887276,-74.00278351081941 40.72843547029341,24.0,62.752101336
6015,3616,W 89 ST,-73.9764490362797 40.79081372527475,-73.97866998547806 40.79175207395546,34.0,703.620352135
6016,79974,E 46 ST,-73.96797381597467 40.75136572561165,-73.96792531352654 40.751346206384156,34.0,15.204106593199999
6017,133037,CBE NB ET 1A LOWERDECK,-73.94168789824877 40.8491157480615,-73.94162641856265 40.84910934604883,20.0,17.1681954931
6018,96689,FDR DR NB EN E 34 ST,-73.97143720844245 40.74415376073311,-73.97129680537529 40.744246459984296,20.0,51.5194656784
6019,132773,HARLEM RIVER DRIVE EXIT 18 NB,-73.92958592844046 40.800927737384605,-73.9296066153241 40.80097765148887,20.0,19.066038346
6020,2124,2 AV,-73.96988589832242 40.75299884867012,-73.97034144765342 40.75237878861643,70.0,258.775367232
6021,79983,W 66 ST,-73.98441202614562 40.77480807713225,-73.98724033660339 40.776016935068654,50.0,898.672530469
6022,2576,1 AV,-73.98051595607484 40.73413497072059,-73.9803146430091 40.734428492797676,70.0,120.61804715299999
6023,72830,QN MDTWN TUN EXIT,-73.97585859997527 40.74725629703548,-73.97542165365421 40.74788171416586,32.0,258.027138133
6024,19354,LENOX AV,-73.94960457141497 40.801991500384105,-73.94910791872792 40.802666134085555,30.0,281.639069046
6025,72660,ELDRIDGE ST,-73.99340073276583 40.71535475412318,-73.99282208672385 40.71647842121576,24.0,439.690968265
6026,2111,CENTER DR,-73.97623388796951 40.76567463144455,-73.97672741792753 40.767205912969864,20.0,659.370957274
6027,148065,FDR DR VI,-74.01113887486788 40.70169294677341,-74.01224400350434 40.701449275420345,22.0,319.02481262099997
6028,179490,E 89 ST,-73.95785462938547 40.78297691131427,-73.9590117668133 40.78346128463502,30.0,365.83073970699996
6029,2565,PARK AV S,-73.98677423725373 40.73949289854056,-73.98630170544276 40.74016000173869,30.0,276.07707343
6030,79148,W 52 ST,-73.99372269705988 40.767133961969684,-73.99087599485716 40.765934220513714,32.0,901.593388992
6031,135959,6 DR,-73.92066269853073 40.78813810953827,-73.92001157355783 40.78900233765268,10.0,362.83823222300003
6032,67443,ALLEN ST,-73.9895854702288 40.72043681566677,-73.98903403540105 40.721616332751125,44.0,456.10960625800004
6033,72636,W 49 ST,-73.97891172591599 40.7584365383322,-73.98088574583765 40.75927066903294,32.0,625.6418884430001
6034,103195,GEORGE WASHINGTON BRIDGE EXIT,-73.94255123291465 40.849519039238906,-73.9424179247864 40.84949592924732,30.0,37.8298044866
6035,2703,1 AV,-73.9470492191547 40.78006434616502,-73.94659059180266 40.78069197357347,70.0,261.574030019
6036,1338,7 AV,-73.99658017711778 40.74281091284135,-73.99700719203685 40.74222816194162,58.0,243.061591337
6037,96887,EXCHANGE AL,-74.01250774039123 40.70676706554996,-74.01337315500739 40.707146452641915,5.0,276.903454937
6038,1453,W BROADWAY,-74.00376737243663 40.72238412636039,-74.00298147054873 40.72330841417212,19.0,401.064676935
6039,2729,1 AV,-73.93398999010198 40.7979324422994,-73.93352323733723 40.79858429367519,70.0,270.375938773
6040,88888,E 76 ST,-73.9587170744176 40.77233167465389,-73.95647901859178 40.77138719550864,30.0,709.003374602
6041,72567,WILLIAMSBURG BR APPR,-73.9824794839499 40.71659858735466,-73.98163951630775 40.7163411231033,50.0,251.033199621
6042,88859,LEROY ST,-74.00907045601198 40.73043417360839,-74.01039726573508 40.73055816948491,32.0,370.495117586
6043,121950,LENOX AV,-73.94323394521099 40.81096805767038,-73.94369835907963 40.81034835011373,30.0,259.82136415599996
6044,24830,HARLEM RIVER DR,-73.92984435381082 40.801033005916466,-73.92988212512157 40.80115171423212,20.0,44.4958928392
6045,3833,AMSTERDAM AV,-73.9624749354139 40.804885380044595,-73.96200774556328 40.80550945325903,30.0,261.584381362
6046,4240,BROADWAY,-73.9895825871568 40.73986497871097,-73.98976487476627 40.739177088960794,44.0,255.660225397
6047,114323,COLUMBIA ST,-73.98019652778756 40.71715643844832,-73.97998938304754 40.71753994835259,26.0,151.063646418
6048,19472,E 74 ST,-73.96447332107867 40.77309921889206,-73.9629714128472 40.77246381009269,30.0,476.07246783
6049,19358,LENOX AV,-73.95146422065001 40.799431855015236,-73.95102357963886 40.80005853916548,30.0,258.881841413
6050,67354,LINCOLN TUN BUS APPR,-73.99320524143293 40.757636953695524,-73.994592309927 40.75803742766238,22.0,419.515641176
6051,3184,RIVERSIDE DR,-73.95576937327125 40.82290431985931,-73.95619003435266 40.82227863599991,28.0,257.384999004
6052,196,12 AVE,-73.99849707679952 40.764244940932485,-73.99804140885739 40.76486313659801,52.0,258.18800922099996
6053,1989,5 AV,-73.95946906057665 40.7828333211621,-73.95992094286208 40.78221294350231,44.0,258.356275956
6054,159612,KENMARE ST,-73.99409838518861 40.72033935172835,-73.9949692633119 40.720627121343846,21.0,263.18781302400004
6055,77166,FDR DRIVE EXIT 17 SB,-73.93040399097586 40.80174368454138,-73.93033693837793 40.801445588519954,18.0,112.01441966899999
6056,183101,W 101 ST,-73.96235980216798 40.79485206056086,-73.9638059754796 40.795463233720774,30.0,458.17227086
6057,3411,LEXINGTON AV,-73.94952092134797 40.78780118659831,-73.94998054201686 40.787172711345036,38.0,261.971279534
6058,2942,BROADWAY,-73.94985768708219 40.827060722830964,-73.94939995110563 40.82768360288775,40.0,259.900755183
6059,19199,ADAM CLAYTON POWELL JR BOULEVARD,-73.9421945063784 40.8171814673173,-73.94174348632325 40.817805978016864,44.0,259.54533206599996
6060,81889,E 62 ST,-73.96681337238606 40.764105290925414,-73.96521328054038 40.763431358558464,30.0,506.71366446800005
6061,136085,2 DR,-73.924995326938 40.78821750531474,-73.9247393808721 40.78825962651608,16.0,76.7994075452
6062,19550,MORNINGSIDE AV,-73.95542974856458 40.809429153406676,-73.95496657172501 40.81006455420117,30.0,264.635309523
6063,3290,E HOUSTON ST,-73.97725534929577 40.719229491349736,-73.9763968000298 40.719052062590485,38.0,246.61377303700002
6064,72833,QN MDTWN TUN EXIT,-73.9745159266883 40.74911701143847,-73.97406954524283 40.74973499241255,32.0,256.884675282
6065,2823,BROADWAY,-73.98233902178625 40.77392313314627,-73.98231645439117 40.77308273519444,40.0,306.248899917
6066,1132,8 AV,-73.99027621412581 40.75656756504959,-73.98979085401614 40.75723313141628,70.0,277.274860931
6067,28023,CROSS BRONX EXPY,-73.94235315008069 40.849690042552965,-73.94248184022827 40.84971848158353,25.0,37.0802584029
6068,3884,AMSTERDAM AVE,-73.93778083485752 40.838686986174125,-73.93733219323674 40.83929429751485,30.0,253.711551946
6069,4176,DELANCEY ST,-73.9912432824488 40.71956221651296,-73.9921180588348 40.719832279499016,46.0,261.688752772
6070,72650,W 15 ST,-74.00769606599056 40.742830257298145,-74.00851707994512 40.74317447135773,40.0,259.779792134
6071,21783,W 118 ST,-73.94864107315853 40.803294034088836,-73.945508639182 40.801970231239636,30.0,992.3220911430001
6072,3028,BROADWAY,-73.93706978175659 40.84893899959699,-73.93639683136004 40.84954119483694,30.0,287.749780992
6073,99274,E 100 ST,-73.94906308096037 40.7884295441505,-73.94746093950869 40.78775317007391,32.0,507.500387663
6074,92198,E 18 ST,-73.98854005693217 40.737120106068886,-73.98696115509269 40.73646434191635,30.0,498.53515061300004
6075,89956,E 67 ST,-73.96453120539248 40.76723436623339,-73.96603855350885 40.767870297103414,30.0,477.510465512
6076,2297,PARK AV,-73.93685318413887 40.80827731089352,-73.93731373585658 40.80765566041293,24.0,259.908571089
6077,80051,W 21 ST,-73.99051784255435 40.740261688175174,-73.99373353923596 40.74162220131674,32.0,1019.68729327
6078,19541,E 85 ST,-73.95608218658035 40.778814130556604,-73.957589528455 40.77944795509119,30.0,477.073747391
6079,1661,CENTRE ST,-74.00360280397281 40.71364543042638,-74.00309374140582 40.713957778271606,48.0,181.28967173799998
6080,2441,PARK AV,-73.947755416685 40.7928696242189,-73.94727112694882 40.7935417534005,24.0,279.19176642
6081,155470,W 225 ST,-73.90973487296141 40.87463814356497,-73.90978845824193 40.874672231124286,13.0,19.3352709727
6082,73543,BIALYSTOKER PL,-73.9824297560774 40.71668289069406,-73.9824794839499 40.71659858735466,24.0,33.6659653211
6083,1809,W 8 ST,-73.9979867078577 40.73294598579237,-73.99635236106654 40.7322529505842,40.0,518.573468789
6084,91601,READE ST,-74.00439989832314 40.71399166700139,-74.00446683718917 40.71402247061672,32.0,21.6866268469
6085,19727,E 89 ST,-73.95257421938265 40.78075303402297,-73.95417676597198 40.78142905868961,30.0,507.577344331
6086,183570,W 90 ST,-73.97446107356217 40.790799074346346,-73.97314771148073 40.79024315775499,30.0,416.27184719900004
6087,179724,COMFORT RD,-74.01490398403172 40.68818181683447,-74.01592824195612 40.68798270134947,0.0,297.156598072
6088,207,12 AVE,-74.00480506713535 40.75697137368659,-74.00384100383815 40.75829702486881,55.0,551.9077857030001
6089,2286,COLUMBUS AV,-73.98065976315952 40.77485167787037,-73.9811139410229 40.77422747947398,60.0,259.889118927
6090,16562,MN BR APPR,-73.99296933345416 40.71171110159531,-73.99336470684985 40.71239099226507,22.0,270.872538008
6091,26872,W 143 ST,-73.93992448321228 40.820300581661,-73.94009096292844 40.820370817245994,42.0,52.7069875175
6092,79920,MOTT ST,-73.99849156514864 40.715632777256566,-73.99886658988727 40.71499459886586,22.0,254.69247382400002
6093,83029,W 181 ST,-73.93233708984117 40.84873501573871,-73.93373079557233 40.84932129789545,25.0,440.79706384
6094,2272,COLUMBUS AV,-73.96145754861466 40.80117153998861,-73.96191713721983 40.80054339672339,60.0,261.849249814
6095,134779,RFK BR MANHATTAN ET RP RANDALLS,-73.92548890746131 40.7990418855542,-73.9252970240468 40.79917095959599,15.0,70.9498861751
6096,2211,2 AV,-73.97539303609119 40.745442758586364,-73.97588117681829 40.74477922428447,70.0,277.014240616
6097,2171,2 AV,-73.94851306812217 40.782322032908844,-73.94896177083349 40.78168887717182,74.0,262.020548484
6098,1927,5 AV,-73.98774683785363 40.74406552828813,-73.98819361047414 40.74345073617815,54.0,255.92435000900002
6099,134188,MANHATTAN BR,-73.99178002939966 40.70957666922814,-73.99179955131702 40.7096111590759,22.0,13.681715973900001
6100,16634,W 37 ST,-73.9961658888822 40.755816719399995,-73.99775836562613 40.75648752928756,35.0,504.36110964
6101,30818,NORTH END AV,-74.01619864214432 40.71476677006963,-74.01595116037853 40.71509340220555,25.0,137.362101043
6102,2335,PARK AV,-73.95635644718814 40.781527483447675,-73.95681133995497 40.78089945571012,42.0,261.20039054
6103,1882,W 47 ST,-73.98461925228557 40.75919941066207,-73.98510382895253 40.759404350785175,30.0,153.611854734
6104,81546,EDGECOMBE AV,-73.93543637094392 40.84075133110634,-73.93556697240649 40.84171252705571,25.0,360.19846047699997
6105,1256,W 4 ST,-74.00334159956924 40.73553895851734,-74.00352731985085 40.736178520505,22.0,238.629237434
6106,3465,E 51 ST,-73.96806568865307 40.75550420363709,-73.97031393611448 40.7564530190295,30.0,712.3677129460001
6107,1526,FRANKLIN D ROOSEVELT DRIVE,-73.97207771399881 40.7432573462219,-73.97223028569884 40.74324902656455,20.0,42.3862792277
6108,1023,AVE OF THE AMERICAS,-73.98225528672133 40.75738736489549,-73.98179404271522 40.75802130264237,68.0,263.956558029
6109,2954,BROADWAY,-73.95496225634038 40.82005038031051,-73.95448438105159 40.8207267987206,40.0,279.694274514
6110,133024,HENRY HUDSON PKWY,-73.94323551739126 40.849602931163865,-73.94321687153197 40.84965008420568,25.0,17.9374090723
6111,89816,W 120 ST,-73.95634493679748 40.80817335404042,-73.95494882013891 40.80759280638313,30.0,440.582203129
6112,82151,E 41 ST,-73.9687950398541 40.74751468415958,-73.9701895150799 40.74810817169421,32.0,442.777896846
6113,69461,W 40 ST,-73.99356194743301 40.75714385777021,-73.9907263633972 40.75595040506222,35.0,897.8911961360001
6114,82154,E 54 ST,-73.97205426663592 40.75963921565678,-73.97053417597255 40.75900064936185,34.0,481.10891537300006
6115,81886,W 94 ST,-73.97351975253683 40.793680679097726,-73.97284345407432 40.793398349805024,30.0,213.652808693
6116,2384,PARK AV,-73.97432789790443 40.75650959859764,-73.97387649959553 40.757135519629394,44.0,260.082984652
6117,19501,YORK AV,-73.95515877352733 40.76491734135157,-73.95470085083706 40.76554536670191,30.0,261.619652099
6118,182986,ST NICHOLAS AV,-73.94221068063389 40.82872784181117,-73.94195166684317 40.829432979893866,30.0,266.7224861
